
input frame records: 59990
embedding missing files:  0
total matches:  190
         1782792 function calls (1754950 primitive calls) in 6.108 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.016    0.016 distributed_c10d.py:1(<module>)
        3    0.000    0.000    0.016    0.005 datetimes.py:1(<module>)
24779/24212    0.014    0.000    0.016    0.000 :0(hash)
        2    0.000    0.000    0.016    0.008 parallel.py:1(<module>)
      101    0.001    0.000    0.016    0.000 _builtins.py:158(_register_builtin)
      201    0.002    0.000    0.016    0.000 warnings.py:130(filterwarnings)
       22    0.001    0.000    0.016    0.001 std.py:355(format_meter)
     1171    0.005    0.000    0.016    0.000 numeric.py:289(full)
     1489    0.004    0.000    0.015    0.000 <frozen importlib._bootstrap>:160(__exit__)
        1    0.000    0.000    0.015    0.015 _recursive.py:1(<module>)
     4124    0.007    0.000    0.015    0.000 event.py:100(__init__)
     8536    0.015    0.000    0.015    0.000 :0(__exit__)
        2    0.000    0.000    0.015    0.008 analysis.py:1(<module>)
     1685    0.011    0.000    0.015    0.000 functions.py:245(__init__)
       10    0.000    0.000    0.015    0.002 frontend.py:297(build_def)
        1    0.000    0.000    0.015    0.015 randomdecl.py:1(<module>)
      151    0.002    0.000    0.015    0.000 _builtins.py:128(_get_builtin_table)
     7785    0.010    0.000    0.015    0.000 utils.py:330(<genexpr>)
        1    0.000    0.000    0.015    0.015 describe.py:1(<module>)
        1    0.000    0.000    0.015    0.015 cgutils.py:1(<module>)
 1311/333    0.010    0.000    0.015    0.000 sre_parse.py:175(getwidth)
        1    0.001    0.001    0.015    0.015 arrayobj.py:1(<module>)
      315    0.001    0.000    0.014    0.000 value.py:143(name)
        1    0.000    0.000    0.014    0.014 tempfile.py:1(<module>)
    10885    0.014    0.000    0.014    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
     6128    0.011    0.000    0.014    0.000 :0(any)
 1034/105    0.003    0.000    0.014    0.000 frontend.py:284(__call__)
      879    0.013    0.000    0.014    0.000 :0(sub)
     2647    0.004    0.000    0.014    0.000 castgraph.py:48(get)
      247    0.001    0.000    0.014    0.000 templates.py:1282(decorator)
     5030    0.011    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        3    0.000    0.000    0.014    0.005 module.py:1(<module>)
     6930    0.009    0.000    0.014    0.000 generic.py:40(_check)
      190    0.002    0.000    0.014    0.000 numeric.py:67(fill_score_matrix)
       80    0.001    0.000    0.014    0.000 typing.py:909(__getitem__)
        1    0.000    0.000    0.014    0.014 cli.py:1(<module>)
      305    0.001    0.000    0.014    0.000 module.py:240(_next)
      435    0.003    0.000    0.014    0.000 base.py:589(_dtype_to_subclass)
     2078    0.011    0.000    0.014    0.000 _methods.py:66(_count_reduce_items)
        3    0.000    0.000    0.014    0.005 version.py:1(<module>)
      247    0.001    0.000    0.014    0.000 templates.py:1260(decorate)
        3    0.000    0.000    0.014    0.005 linear_relu.py:1(<module>)
       95    0.002    0.000    0.013    0.000 _ops.py:188(__getattr__)
        1    0.000    0.000    0.013    0.013 overloads.py:1(<module>)
       11    0.000    0.000    0.013    0.001 dataclasses.py:998(dataclass)
     1491    0.006    0.000    0.013    0.000 inspect.py:2498(__init__)
       45    0.001    0.000    0.013    0.000 decorators.py:26(jit)
     2531    0.013    0.000    0.013    0.000 :0(reduce)
    65/10    0.000    0.000    0.013    0.001 frontend.py:137(build_stmts)
    65/10    0.000    0.000    0.013    0.001 frontend.py:138(<listcomp>)
       38    0.000    0.000    0.013    0.000 decorators.py:246(njit)
     1448    0.002    0.000    0.013    0.000 base.py:375(_insert_getattr_defn)
        1    0.000    0.000    0.013    0.013 frame.py:473(DataFrame)
        1    0.000    0.000    0.013    0.013 entrypoints.py:1(<module>)
        1    0.000    0.000    0.013    0.013 array_ops.py:1(<module>)
      318    0.001    0.000    0.013    0.000 dylib.py:15(add_symbol)
      549    0.001    0.000    0.013    0.000 config.py:262(__call__)
       61    0.007    0.000    0.013    0.000 enum.py:221(<setcomp>)
      408    0.002    0.000    0.013    0.000 deprecation.py:9(wrap)
    23401    0.013    0.000    0.013    0.000 abstract.py:95(key)
      122    0.000    0.000    0.013    0.000 <__array_function__ internals>:177(insert)
        9    0.000    0.000    0.013    0.001 typeconv.py:78(promote)
        9    0.000    0.000    0.013    0.001 castgraph.py:125(promote)
        1    0.000    0.000    0.013    0.013 codegen.py:739(finalize)
      286    0.002    0.000    0.013    0.000 overrides.py:88(verify_matching_signatures)
     2764    0.006    0.000    0.013    0.000 common.py:1591(_is_dtype_type)
     1448    0.002    0.000    0.013    0.000 base.py:383(_insert_cast_defn)
        1    0.000    0.000    0.013    0.013 _crash_handler.py:1(<module>)
      257    0.002    0.000    0.013    0.000 _decorators.py:411(<listcomp>)
     1448    0.002    0.000    0.013    0.000 base.py:379(_insert_setattr_defn)
        1    0.000    0.000    0.013    0.013 debuginfo.py:1(<module>)
     4275    0.008    0.000    0.013    0.000 <string>:1(<lambda>)
     1448    0.002    0.000    0.013    0.000 base.py:387(_insert_get_constant_defn)
        2    0.000    0.000    0.013    0.006 distributed.py:1(<module>)
        1    0.000    0.000    0.012    0.012 metadata.py:1(<module>)
      748    0.004    0.000    0.012    0.000 common.py:235(asarray_tuplesafe)
     1256    0.004    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:1077(path_stats)
      305    0.001    0.000    0.012    0.000 generic.py:5888(__getattr__)
        1    0.000    0.000    0.012    0.012 dictobject.py:1(<module>)
        5    0.000    0.000    0.012    0.002 _version.py:7(<module>)
      122    0.001    0.000    0.012    0.000 frame.py:4881(_sanitize_column)
       91    0.000    0.000    0.012    0.000 extending.py:394(intrinsic)
      179    0.002    0.000    0.012    0.000 pathlib.py:682(_parse_args)
      541    0.004    0.000    0.012    0.000 cast.py:1291(maybe_cast_to_datetime)
       13    0.003    0.000    0.012    0.001 enum.py:545(<listcomp>)
        1    0.000    0.000    0.012    0.012 lowering.py:1(<module>)
        1    0.000    0.000    0.012    0.012 generic.py:218(NDFrame)
      549    0.002    0.000    0.012    0.000 config.py:134(_get_option)
      122    0.003    0.000    0.012    0.000 function_base.py:5143(insert)
       91    0.001    0.000    0.012    0.000 extending.py:431(_intrinsic)
        1    0.000    0.000    0.012    0.012 ewm.py:1(<module>)
        6    0.006    0.001    0.012    0.002 _builtins.py:134(register_all)
        1    0.000    0.000    0.012    0.012 lapack.py:1(<module>)
       89    0.001    0.000    0.012    0.000 metadata.py:526(read_text)
       41    0.001    0.000    0.012    0.000 overloads.py:24(decorator)
     1506    0.007    0.000    0.011    0.000 <frozen importlib._bootstrap>:185(cb)
     5700    0.011    0.000    0.011    0.000 numeric.py:220(find_alignment_span)
       81    0.000    0.000    0.011    0.000 codegen.py:1058(wrapper)
        1    0.000    0.000    0.011    0.011 __init__.py:17(<module>)
       89    0.000    0.000    0.011    0.000 configparser.py:720(read_string)
    10591    0.011    0.000    0.011    0.000 :0(release_lock)
3914/3781    0.010    0.000    0.011    0.000 :0(format)
        2    0.000    0.000    0.011    0.006 utils.py:443(inner)
        1    0.001    0.001    0.011    0.011 base.py:146(_load_global_helpers)
       83    0.001    0.000    0.011    0.000 overload_glue.py:80(inner)
       89    0.000    0.000    0.011    0.000 metadata.py:435(joinpath)
        2    0.000    0.000    0.011    0.006 methods.py:48(add_flex_arithmetic_methods)
       90    0.001    0.000    0.011    0.000 pathlib.py:1079(__new__)
        7    0.000    0.000    0.011    0.002 codegen.py:996(_finalize_specific)
       89    0.001    0.000    0.011    0.000 configparser.py:705(read_file)
        2    0.000    0.000    0.011    0.005 methods.py:73(_create_methods)
     2661    0.003    0.000    0.011    0.000 castgraph.py:65(__getitem__)
    10591    0.011    0.000    0.011    0.000 :0(acquire_lock)
      105    0.010    0.000    0.011    0.000 :0(eval)
      243    0.001    0.000    0.011    0.000 module.py:251(_next)
        1    0.000    0.000    0.011    0.011 pathlib.py:1(<module>)
        1    0.000    0.000    0.011    0.011 dataloader_experimental.py:1(<module>)
      170    0.001    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1606(path_hook_for_FileFinder)
       95    0.011    0.000    0.011    0.000 :0(_jit_get_operation)
     8500    0.011    0.000    0.011    0.000 sre_parse.py:234(__next)
        1    0.000    0.000    0.010    0.010 _pickle.py:1(<module>)
       89    0.004    0.000    0.010    0.000 configparser.py:996(_read)
        2    0.000    0.000    0.010    0.005 npdatetime.py:1(<module>)
       90    0.001    0.000    0.010    0.000 pathlib.py:702(_from_parts)
     2566    0.010    0.000    0.010    0.000 :0(ord)
      443    0.010    0.000    0.010    0.000 :0(findall)
      483    0.005    0.000    0.010    0.000 typing_extensions.py:123(_collect_type_vars)
        1    0.000    0.000    0.010    0.010 readers.py:1(<module>)
      190    0.001    0.000    0.010    0.000 sre_parse.py:97(closegroup)
      352    0.001    0.000    0.010    0.000 functions.py:266(augment)
        3    0.000    0.000    0.010    0.003 accessor.py:1(<module>)
     2033    0.010    0.000    0.010    0.000 :0(empty)
        3    0.000    0.000    0.010    0.003 concat.py:1(<module>)
        2    0.000    0.000    0.010    0.005 shape_base.py:1(<module>)
        1    0.000    0.000    0.010    0.010 algorithms.py:1(<module>)
      100    0.001    0.000    0.010    0.000 serialization.py:1004(persistent_load)
        1    0.000    0.000    0.010    0.010 common_types.py:1(<module>)
     2885    0.004    0.000    0.010    0.000 abstract.py:123(__ne__)
        1    0.000    0.000    0.009    0.009 index_tricks.py:1(<module>)
      260    0.001    0.000    0.009    0.000 <__array_function__ internals>:177(vstack)
       90    0.001    0.000    0.009    0.000 linecache.py:36(getlines)
       22    0.000    0.000    0.009    0.000 std.py:348(print_status)
      233    0.001    0.000    0.009    0.000 managers.py:1907(from_array)
        1    0.000    0.000    0.009    0.009 dtypes.py:1(<module>)
        2    0.000    0.000    0.009    0.005 __init__.py:154(_lazy_call)
        2    0.000    0.000    0.009    0.005 traceback.py:193(format_stack)
     1506    0.006    0.000    0.009    0.000 <frozen importlib._bootstrap>:58(__init__)
      334    0.001    0.000    0.009    0.000 re.py:203(sub)
       83    0.000    0.000    0.009    0.000 overload_glue.py:286(glue_typing)
        1    0.000    0.000    0.009    0.009 unicode_support.py:1(<module>)
        1    0.000    0.000    0.009    0.009 configparser.py:1(<module>)
       35    0.000    0.000    0.009    0.000 __init__.py:298(_make_elementwise_unary_prim)
      151    0.001    0.000    0.009    0.000 overload_glue.py:243(__call__)
      622    0.003    0.000    0.009    0.000 _inspect.py:96(getargspec)
       70    0.000    0.000    0.009    0.000 generic.py:11921(max)
     3418    0.006    0.000    0.009    0.000 types.py:171(__get__)
        1    0.000    0.000    0.009    0.009 header.py:5(<module>)
        1    0.000    0.000    0.009    0.009 listobj.py:1(<module>)
      179    0.005    0.000    0.009    0.000 pathlib.py:64(parse_parts)
        1    0.000    0.000    0.009    0.009 py3k.py:1(<module>)
     1418    0.006    0.000    0.009    0.000 __init__.py:89(find_spec)
2302/1710    0.004    0.000    0.009    0.000 abc.py:121(__subclasscheck__)
        6    0.000    0.000    0.009    0.001 traceback.py:200(extract_stack)
       38    0.001    0.000    0.009    0.000 linecache.py:80(updatecache)
       70    0.000    0.000    0.009    0.000 generic.py:11375(max)
     2186    0.009    0.000    0.009    0.000 :0(_abc_init)
      190    0.008    0.000    0.009    0.000 numeric.py:39(fill_matrix)
        6    0.001    0.000    0.009    0.001 traceback.py:321(extract)
        1    0.000    0.000    0.009    0.009 eval.py:1(<module>)
       22    0.000    0.000    0.009    0.000 utils.py:341(disp_trim)
      313    0.003    0.000    0.009    0.000 function_base.py:475(add_newdoc)
     4148    0.006    0.000    0.009    0.000 event.py:66(_guard_kind)
     4603    0.009    0.000    0.009    0.000 :0(isidentifier)
        1    0.000    0.000    0.009    0.009 groupby.py:1(<module>)
    27/20    0.000    0.000    0.009    0.000 frontend.py:612(build_If)
       70    0.001    0.000    0.009    0.000 generic.py:11309(_stat_function)
        1    0.000    0.000    0.008    0.008 nrtopt.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.008    0.008 shutil.py:1(<module>)
     6356    0.008    0.000    0.008    0.000 :0(min)
       29    0.000    0.000    0.008    0.000 overloads.py:47(register_simple_overload)
       83    0.000    0.000    0.008    0.000 overload_glue.py:18(__init__)
     2780    0.006    0.000    0.008    0.000 <frozen importlib._bootstrap>:398(parent)
    13130    0.008    0.000    0.008    0.000 :0(iter)
       50    0.001    0.000    0.008    0.000 typing.py:985(__class_getitem__)
      255    0.003    0.000    0.008    0.000 typing.py:232(_remove_dups_flatten)
       91    0.001    0.000    0.008    0.000 extending.py:349(_register)
        1    0.000    0.000    0.008    0.008 worker.py:1(<module>)
      983    0.002    0.000    0.008    0.000 base.py:7413(maybe_extract_name)
        1    0.000    0.000    0.008    0.008 sparse_adam.py:1(<module>)
        1    0.000    0.000    0.008    0.008 rnn.py:307(RNN)
       70    0.001    0.000    0.008    0.000 frame.py:3755(__getitem__)
        1    0.000    0.000    0.008    0.008 interpreter.py:1(<module>)
     1005    0.002    0.000    0.008    0.000 templates.py:1233(register)
        1    0.000    0.000    0.008    0.008 constructor.py:2(<module>)
       71    0.001    0.000    0.008    0.000 series.py:4773(_reduce)
      549    0.003    0.000    0.008    0.000 config.py:116(_get_single_key)
      896    0.005    0.000    0.008    0.000 extending.py:60(overload)
      170    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1565(_fill_cache)
        2    0.000    0.000    0.008    0.004 pickle.py:1(<module>)
        2    0.000    0.000    0.008    0.004 datetimelike.py:1(<module>)
        1    0.000    0.000    0.008    0.008 expressions.py:1(<module>)
      210    0.002    0.000    0.008    0.000 managers.py:2327(_merge_blocks)
        1    0.000    0.000    0.008    0.008 series.py:216(Series)
        1    0.000    0.000    0.008    0.008 constructor.py:171(SafeConstructor)
        7    0.000    0.000    0.008    0.001 executionengine.py:87(finalize_object)
